icd_code,icd_version,long_title
0RCQ4ZZ,10,"Extirpation of Matter from Right Carpal Joint, Percutaneous Endoscopic Approach"
0RCR3ZZ,10,"Extirpation of Matter from Left Carpal Joint, Percutaneous Approach"
0RG10A0,10,"Fusion of Cervical Vertebral Joint with Interbody Fusion Device, Anterior Approach, Anterior Column, Open Approach"
0RG10Z0,10,"Fusion of Cervical Vertebral Joint, Anterior Approach, Anterior Column, Open Approach"
0RG40J1,10,"Fusion of Cervicothoracic Vertebral Joint with Synthetic Substitute, Posterior Approach, Posterior Column, Open Approach"
0RG43J1,10,"Fusion of Cervicothoracic Vertebral Joint with Synthetic Substitute, Posterior Approach, Posterior Column, Percutaneous Approach"
0RG63J1,10,"Fusion of Thoracic Vertebral Joint with Synthetic Substitute, Posterior Approach, Posterior Column, Percutaneous Approach"
0RG64ZJ,10,"Fusion of Thoracic Vertebral Joint, Posterior Approach, Anterior Column, Percutaneous Endoscopic Approach"
0RG84AJ,10,"Fusion of 8 or more Thoracic Vertebral Joints with Interbody Fusion Device, Posterior Approach, Anterior Column, Percutaneous Endoscopic Approach"
0RGE4ZZ,10,"Fusion of Right Sternoclavicular Joint, Percutaneous Endoscopic Approach"
0RGG07Z,10,"Fusion of Right Acromioclavicular Joint with Autologous Tissue Substitute, Open Approach"
0RGG3ZZ,10,"Fusion of Right Acromioclavicular Joint, Percutaneous Approach"
0RGQ04Z,10,"Fusion of Right Carpal Joint with Internal Fixation Device, Open Approach"
0RGR34Z,10,"Fusion of Left Carpal Joint with Internal Fixation Device, Percutaneous Approach"
0RGR3JZ,10,"Fusion of Left Carpal Joint with Synthetic Substitute, Percutaneous Approach"
0RGV07Z,10,"Fusion of Left Metacarpophalangeal Joint with Autologous Tissue Substitute, Open Approach"
0RH,10,"Upper Joints, Insertion"
0RH10BZ,10,"Insertion of Interspinous Process Spinal Stabilization Device into Cervical Vertebral Joint, Open Approach"
0RH13CZ,10,"Insertion of Pedicle-Based Spinal Stabilization Device into Cervical Vertebral Joint, Percutaneous Approach"
0RH14BZ,10,"Insertion of Interspinous Process Spinal Stabilization Device into Cervical Vertebral Joint, Percutaneous Endoscopic Approach"
0RH404Z,10,"Insertion of Internal Fixation Device into Cervicothoracic Vertebral Joint, Open Approach"
0RH64CZ,10,"Insertion of Pedicle-Based Spinal Stabilization Device into Thoracic Vertebral Joint, Percutaneous Endoscopic Approach"
0RHS33Z,10,"Insertion of Infusion Device into Right Carpometacarpal Joint, Percutaneous Approach"
0RJH3ZZ,10,"Inspection of Left Acromioclavicular Joint, Percutaneous Approach"
0RJV0ZZ,10,"Inspection of Left Metacarpophalangeal Joint, Open Approach"
0RNH0ZZ,10,"Release Left Acromioclavicular Joint, Open Approach"
0RNPXZZ,10,"Release Left Wrist Joint, External Approach"
0RP00KZ,10,"Removal of Nonautologous Tissue Substitute from Occipital-cervical Joint, Open Approach"
0RP10KZ,10,"Removal of Nonautologous Tissue Substitute from Cervical Vertebral Joint, Open Approach"
0RP648Z,10,"Removal of Spacer from Thoracic Vertebral Joint, Percutaneous Endoscopic Approach"
0RPF08Z,10,"Removal of Spacer from Left Sternoclavicular Joint, Open Approach"
0RPP4KZ,10,"Removal of Nonautologous Tissue Substitute from Left Wrist Joint, Percutaneous Endoscopic Approach"
0RPQX3Z,10,"Removal of Infusion Device from Right Carpal Joint, External Approach"
0RPT37Z,10,"Removal of Autologous Tissue Substitute from Left Carpometacarpal Joint, Percutaneous Approach"
0RPU47Z,10,"Removal of Autologous Tissue Substitute from Right Metacarpophalangeal Joint, Percutaneous Endoscopic Approach"
0RPV44Z,10,"Removal of Internal Fixation Device from Left Metacarpophalangeal Joint, Percutaneous Endoscopic Approach"
0RPVX3Z,10,"Removal of Infusion Device from Left Metacarpophalangeal Joint, External Approach"
0RPW40Z,10,"Removal of Drainage Device from Right Finger Phalangeal Joint, Percutaneous Endoscopic Approach"
0RPX37Z,10,"Removal of Autologous Tissue Substitute from Left Finger Phalangeal Joint, Percutaneous Approach"
0RQ14ZZ,10,"Repair Cervical Vertebral Joint, Percutaneous Endoscopic Approach"
0RR907Z,10,"Replacement of Thoracic Vertebral Disc with Autologous Tissue Substitute, Open Approach"
0RRF0JZ,10,"Replacement of Left Sternoclavicular Joint with Synthetic Substitute, Open Approach"
0RRM0JZ,10,"Replacement of Left Elbow Joint with Synthetic Substitute, Open Approach"
0RS044Z,10,"Reposition Occipital-cervical Joint with Internal Fixation Device, Percutaneous Endoscopic Approach"
0RSF04Z,10,"Reposition Left Sternoclavicular Joint with Internal Fixation Device, Open Approach"
0RSMX5Z,10,"Reposition Left Elbow Joint with External Fixation Device, External Approach"
0RSU34Z,10,"Reposition Right Metacarpophalangeal Joint with Internal Fixation Device, Percutaneous Approach"
0RSV05Z,10,"Reposition Left Metacarpophalangeal Joint with External Fixation Device, Open Approach"
0RTM0ZZ,10,"Resection of Left Elbow Joint, Open Approach"
0RTW0ZZ,10,"Resection of Right Finger Phalangeal Joint, Open Approach"
0RU30JZ,10,"Supplement Cervical Vertebral Disc with Synthetic Substitute, Open Approach"
0RU44KZ,10,"Supplement Cervicothoracic Vertebral Joint with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach"
0RU54KZ,10,"Supplement Cervicothoracic Vertebral Disc with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach"
0RUD47Z,10,"Supplement Left Temporomandibular Joint with Autologous Tissue Substitute, Percutaneous Endoscopic Approach"
0RUD4JZ,10,"Supplement Left Temporomandibular Joint with Synthetic Substitute, Percutaneous Endoscopic Approach"
0RUE37Z,10,"Supplement Right Sternoclavicular Joint with Autologous Tissue Substitute, Percutaneous Approach"
0RUF4KZ,10,"Supplement Left Sternoclavicular Joint with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach"
0RUG3KZ,10,"Supplement Right Acromioclavicular Joint with Nonautologous Tissue Substitute, Percutaneous Approach"
0RUH3KZ,10,"Supplement Left Acromioclavicular Joint with Nonautologous Tissue Substitute, Percutaneous Approach"
0RUL0KZ,10,"Supplement Right Elbow Joint with Nonautologous Tissue Substitute, Open Approach"
0RW04AZ,10,"Revision of Interbody Fusion Device in Occipital-cervical Joint, Percutaneous Endoscopic Approach"
0RW4X4Z,10,"Revision of Internal Fixation Device in Cervicothoracic Vertebral Joint, External Approach"
0RWC40Z,10,"Revision of Drainage Device in Right Temporomandibular Joint, Percutaneous Endoscopic Approach"
0RWCXKZ,10,"Revision of Nonautologous Tissue Substitute in Right Temporomandibular Joint, External Approach"
0RWD03Z,10,"Revision of Infusion Device in Left Temporomandibular Joint, Open Approach"
0RWH00Z,10,"Revision of Drainage Device in Left Acromioclavicular Joint, Open Approach"
0RWJ3JZ,10,"Revision of Synthetic Substitute in Right Shoulder Joint, Percutaneous Approach"
0RWN4KZ,10,"Revision of Nonautologous Tissue Substitute in Right Wrist Joint, Percutaneous Endoscopic Approach"
0RWPX0Z,10,"Revision of Drainage Device in Left Wrist Joint, External Approach"
0RWRX8Z,10,"Revision of Spacer in Left Carpal Joint, External Approach"
0RWSX7Z,10,"Revision of Autologous Tissue Substitute in Right Carpometacarpal Joint, External Approach"
0RWW44Z,10,"Revision of Internal Fixation Device in Right Finger Phalangeal Joint, Percutaneous Endoscopic Approach"
0RWX0KZ,10,"Revision of Nonautologous Tissue Substitute in Left Finger Phalangeal Joint, Open Approach"
0RWX38Z,10,"Revision of Spacer in Left Finger Phalangeal Joint, Percutaneous Approach"
0RWXX8Z,10,"Revision of Spacer in Left Finger Phalangeal Joint, External Approach"
0S984ZX,10,"Drainage of Left Sacroiliac Joint, Percutaneous Endoscopic Approach, Diagnostic"
0S9D30Z,10,"Drainage of Left Knee Joint with Drainage Device, Percutaneous Approach"
0S9F4ZZ,10,"Drainage of Right Ankle Joint, Percutaneous Endoscopic Approach"
0SBJ0ZX,10,"Excision of Left Tarsal Joint, Open Approach, Diagnostic"
0SBL4ZZ,10,"Excision of Left Tarsometatarsal Joint, Percutaneous Endoscopic Approach"
0SG03J1,10,"Fusion of Lumbar Vertebral Joint with Synthetic Substitute, Posterior Approach, Posterior Column, Percutaneous Approach"
0SG1370,10,"Fusion of 2 or more Lumbar Vertebral Joints with Autologous Tissue Substitute, Anterior Approach, Anterior Column, Percutaneous Approach"
0SG307J,10,"Fusion of Lumbosacral Joint with Autologous Tissue Substitute, Posterior Approach, Anterior Column, Open Approach"
0SG34JJ,10,"Fusion of Lumbosacral Joint with Synthetic Substitute, Posterior Approach, Anterior Column, Percutaneous Endoscopic Approach"
0SG63KZ,10,"Fusion of Coccygeal Joint with Nonautologous Tissue Substitute, Percutaneous Approach"
0SGD44Z,10,"Fusion of Left Knee Joint with Internal Fixation Device, Percutaneous Endoscopic Approach"
0SGF44Z,10,"Fusion of Right Ankle Joint with Internal Fixation Device, Percutaneous Endoscopic Approach"
0SGG4JZ,10,"Fusion of Left Ankle Joint with Synthetic Substitute, Percutaneous Endoscopic Approach"
0SGK04Z,10,"Fusion of Right Tarsometatarsal Joint with Internal Fixation Device, Open Approach"
0SGM4JZ,10,"Fusion of Right Metatarsal-Phalangeal Joint with Synthetic Substitute, Percutaneous Endoscopic Approach"
0SH033Z,10,"Insertion of Infusion Device into Lumbar Vertebral Joint, Percutaneous Approach"
0SH638Z,10,"Insertion of Spacer into Coccygeal Joint, Percutaneous Approach"
0SHB04Z,10,"Insertion of Internal Fixation Device into Left Hip Joint, Open Approach"
0SHM33Z,10,"Insertion of Infusion Device into Right Metatarsal-Phalangeal Joint, Percutaneous Approach"
0SJG4ZZ,10,"Inspection of Left Ankle Joint, Percutaneous Endoscopic Approach"
0SNKXZZ,10,"Release Right Tarsometatarsal Joint, External Approach"
0SNQ3ZZ,10,"Release Left Toe Phalangeal Joint, Percutaneous Approach"
0SP34AZ,10,"Removal of Interbody Fusion Device from Lumbosacral Joint, Percutaneous Endoscopic Approach"
0SP948Z,10,"Removal of Spacer from Right Hip Joint, Percutaneous Endoscopic Approach"
0SPF45Z,10,"Removal of External Fixation Device from Right Ankle Joint, Percutaneous Endoscopic Approach"
0SPJX0Z,10,"Removal of Drainage Device from Left Tarsal Joint, External Approach"
0SPK0JZ,10,"Removal of Synthetic Substitute from Right Tarsometatarsal Joint, Open Approach"
0SPL3JZ,10,"Removal of Synthetic Substitute from Left Tarsometatarsal Joint, Percutaneous Approach"
0SPQ30Z,10,"Removal of Drainage Device from Left Toe Phalangeal Joint, Percutaneous Approach"
0SR30KZ,10,"Replacement of Lumbosacral Joint with Nonautologous Tissue Substitute, Open Approach"
0SR60JZ,10,"Replacement of Coccygeal Joint with Synthetic Substitute, Open Approach"
0SRA019,10,"Replacement of Right Hip Joint, Acetabular Surface with Metal Synthetic Substitute, Cemented, Open Approach"
0SRD0NZ,10,"Replacement of Left Knee Joint with Patellofemoral Synthetic Substitute, Open Approach"
0SRV0JZ,10,"Replacement of Right Knee Joint, Tibial Surface with Synthetic Substitute, Open Approach"
0SSJX5Z,10,"Reposition Left Tarsal Joint with External Fixation Device, External Approach"
0SSKXZZ,10,"Reposition Right Tarsometatarsal Joint, External Approach"
0SSQ44Z,10,"Reposition Left Toe Phalangeal Joint with Internal Fixation Device, Percutaneous Endoscopic Approach"
0SU60JZ,10,"Supplement Coccygeal Joint with Synthetic Substitute, Open Approach"
0SU637Z,10,"Supplement Coccygeal Joint with Autologous Tissue Substitute, Percutaneous Approach"
0SU909Z,10,"Supplement Right Hip Joint with Liner, Open Approach"
0SUD07Z,10,"Supplement Left Knee Joint with Autologous Tissue Substitute, Open Approach"
0SW200Z,10,"Revision of Drainage Device in Lumbar Vertebral Disc, Open Approach"
0SW2XKZ,10,"Revision of Nonautologous Tissue Substitute in Lumbar Vertebral Disc, External Approach"
0SW33KZ,10,"Revision of Nonautologous Tissue Substitute in Lumbosacral Joint, Percutaneous Approach"
0SW340Z,10,"Revision of Drainage Device in Lumbosacral Joint, Percutaneous Endoscopic Approach"
0SW937Z,10,"Revision of Autologous Tissue Substitute in Right Hip Joint, Percutaneous Approach"
0SWB0BZ,10,"Revision of Resurfacing Device in Left Hip Joint, Open Approach"
0SWF04Z,10,"Revision of Internal Fixation Device in Right Ankle Joint, Open Approach"
0SWF48Z,10,"Revision of Spacer in Right Ankle Joint, Percutaneous Endoscopic Approach"
0SWG30Z,10,"Revision of Drainage Device in Left Ankle Joint, Percutaneous Approach"
0SWG40Z,10,"Revision of Drainage Device in Left Ankle Joint, Percutaneous Endoscopic Approach"
0SWH4KZ,10,"Revision of Nonautologous Tissue Substitute in Right Tarsal Joint, Percutaneous Endoscopic Approach"
0SWLXJZ,10,"Revision of Synthetic Substitute in Left Tarsometatarsal Joint, External Approach"
0SWQX5Z,10,"Revision of External Fixation Device in Left Toe Phalangeal Joint, External Approach"
0SWRXJZ,10,"Revision of Synthetic Substitute in Right Hip Joint, Femoral Surface, External Approach"
0T134K8,10,"Bypass Right Kidney Pelvis to Colon with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach"
0T140Z6,10,"Bypass Left Kidney Pelvis to Right Ureter, Open Approach"
0T14477,10,"Bypass Left Kidney Pelvis to Left Ureter with Autologous Tissue Substitute, Percutaneous Endoscopic Approach"
0T144KD,10,"Bypass Left Kidney Pelvis to Cutaneous with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach"
0T17078,10,"Bypass Left Ureter to Colon with Autologous Tissue Substitute, Open Approach"
0T170K9,10,"Bypass Left Ureter to Colocutaneous with Nonautologous Tissue Substitute, Open Approach"
0T174KA,10,"Bypass Left Ureter to Ileum with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach"
0T174KD,10,"Bypass Left Ureter to Cutaneous with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach"
0T5D7ZZ,10,"Destruction of Urethra, Via Natural or Artificial Opening"
0T787ZZ,10,"Dilation of Bilateral Ureters, Via Natural or Artificial Opening"
0T9480Z,10,"Drainage of Left Kidney Pelvis with Drainage Device, Via Natural or Artificial Opening Endoscopic"
0T9670Z,10,"Drainage of Right Ureter with Drainage Device, Via Natural or Artificial Opening"
0T988ZX,10,"Drainage of Bilateral Ureters, Via Natural or Artificial Opening Endoscopic, Diagnostic"
0T9B4ZZ,10,"Drainage of Bladder, Percutaneous Endoscopic Approach"
0T9B80Z,10,"Drainage of Bladder with Drainage Device, Via Natural or Artificial Opening Endoscopic"
0TB04ZZ,10,"Excision of Right Kidney, Percutaneous Endoscopic Approach"
0TBD0ZX,10,"Excision of Urethra, Open Approach, Diagnostic"
0TBD7ZZ,10,"Excision of Urethra, Via Natural or Artificial Opening"
0TF37ZZ,10,"Fragmentation in Right Kidney Pelvis, Via Natural or Artificial Opening"
0TFB0ZZ,10,"Fragmentation in Bladder, Open Approach"
0TFC7ZZ,10,"Fragmentation in Bladder Neck, Via Natural or Artificial Opening"
0TH902Z,10,"Insertion of Monitoring Device into Ureter, Open Approach"
0THB7MZ,10,"Insertion of Stimulator Lead into Bladder, Via Natural or Artificial Opening"
0THD33Z,10,"Insertion of Infusion Device into Urethra, Percutaneous Approach"
0TL48DZ,10,"Occlusion of Left Kidney Pelvis with Intraluminal Device, Via Natural or Artificial Opening Endoscopic"
0TP532Z,10,"Removal of Monitoring Device from Kidney, Percutaneous Approach"
0TP542Z,10,"Removal of Monitoring Device from Kidney, Percutaneous Endoscopic Approach"
0TPB0DZ,10,"Removal of Intraluminal Device from Bladder, Open Approach"
0TPB33Z,10,"Removal of Infusion Device from Bladder, Percutaneous Approach"
0TPBX2Z,10,"Removal of Monitoring Device from Bladder, External Approach"
0TRDX7Z,10,"Replacement of Urethra with Autologous Tissue Substitute, External Approach"
0TSC0ZZ,10,"Reposition Bladder Neck, Open Approach"
0TU38JZ,10,"Supplement Right Kidney Pelvis with Synthetic Substitute, Via Natural or Artificial Opening Endoscopic"
0TU407Z,10,"Supplement Left Kidney Pelvis with Autologous Tissue Substitute, Open Approach"
0TU677Z,10,"Supplement Right Ureter with Autologous Tissue Substitute, Via Natural or Artificial Opening"
0TVD8DZ,10,"Restriction of Urethra with Intraluminal Device, Via Natural or Artificial Opening Endoscopic"
0TW90JZ,10,"Revision of Synthetic Substitute in Ureter, Open Approach"
0TW98DZ,10,"Revision of Intraluminal Device in Ureter, Via Natural or Artificial Opening Endoscopic"
0TWB7MZ,10,"Revision of Stimulator Lead in Bladder, Via Natural or Artificial Opening"
0TWDXCZ,10,"Revision of Extraluminal Device in Urethra, External Approach"
0U164Z6,10,"Bypass Left Fallopian Tube to Left Fallopian Tube, Percutaneous Endoscopic Approach"
0U2MX0Z,10,"Change Drainage Device in Vulva, External Approach"
0U5G3ZZ,10,"Destruction of Vagina, Percutaneous Approach"
0U7C8ZZ,10,"Dilation of Cervix, Via Natural or Artificial Opening Endoscopic"
0U9100Z,10,"Drainage of Left Ovary with Drainage Device, Open Approach"
0U9180Z,10,"Drainage of Left Ovary with Drainage Device, Via Natural or Artificial Opening Endoscopic"
0U974ZZ,10,"Drainage of Bilateral Fallopian Tubes, Percutaneous Endoscopic Approach"
0U9C70Z,10,"Drainage of Cervix with Drainage Device, Via Natural or Artificial Opening"
0U9F4ZX,10,"Drainage of Cul-de-sac, Percutaneous Endoscopic Approach, Diagnostic"
0U9F4ZZ,10,"Drainage of Cul-de-sac, Percutaneous Endoscopic Approach"
0U9G80Z,10,"Drainage of Vagina with Drainage Device, Via Natural or Artificial Opening Endoscopic"
0U9J0ZZ,10,"Drainage of Clitoris, Open Approach"
0UB78ZZ,10,"Excision of Bilateral Fallopian Tubes, Via Natural or Artificial Opening Endoscopic"
0UBC4ZX,10,"Excision of Cervix, Percutaneous Endoscopic Approach, Diagnostic"
0UJDXZZ,10,"Inspection of Uterus and Cervix, External Approach"
0UL64DZ,10,"Occlusion of Left Fallopian Tube with Intraluminal Device, Percutaneous Endoscopic Approach"
0UL78DZ,10,"Occlusion of Bilateral Fallopian Tubes with Intraluminal Device, Via Natural or Artificial Opening Endoscopic"
0UNF4ZZ,10,"Release Cul-de-sac, Percutaneous Endoscopic Approach"
0UNJ0ZZ,10,"Release Clitoris, Open Approach"
0UP340Z,10,"Removal of Drainage Device from Ovary, Percutaneous Endoscopic Approach"
0UPH00Z,10,"Removal of Drainage Device from Vagina and Cul-de-sac, Open Approach"
0UPH0DZ,10,"Removal of Intraluminal Device from Vagina and Cul-de-sac, Open Approach"
0USC8ZZ,10,"Reposition Cervix, Via Natural or Artificial Opening Endoscopic"
0USF0ZZ,10,"Reposition Cul-de-sac, Open Approach"
0UT08ZZ,10,"Resection of Right Ovary, Via Natural or Artificial Opening Endoscopic"
0UT20ZZ,10,"Resection of Bilateral Ovaries, Open Approach"
0UT47ZZ,10,"Resection of Uterine Supporting Structure, Via Natural or Artificial Opening"
0UUF0KZ,10,"Supplement Cul-de-sac with Nonautologous Tissue Substitute, Open Approach"
0UUG07Z,10,"Supplement Vagina with Autologous Tissue Substitute, Open Approach"
0V1N4JJ,10,"Bypass Right Vas Deferens to Right Epididymis with Synthetic Substitute, Percutaneous Endoscopic Approach"
0V1N4JK,10,"Bypass Right Vas Deferens to Left Epididymis with Synthetic Substitute, Percutaneous Endoscopic Approach"
0V1N4ZK,10,"Bypass Right Vas Deferens to Left Epididymis, Percutaneous Endoscopic Approach"
0V24X0Z,10,"Change Drainage Device in Prostate and Seminal Vesicles, External Approach"
0V514ZZ,10,"Destruction of Right Seminal Vesicle, Percutaneous Endoscopic Approach"
0V55XZZ,10,"Destruction of Scrotum, External Approach"
0V5Q3ZZ,10,"Destruction of Bilateral Vas Deferens, Percutaneous Approach"
0V9630Z,10,"Drainage of Right Tunica Vaginalis with Drainage Device, Percutaneous Approach"
0V9Q40Z,10,"Drainage of Bilateral Vas Deferens with Drainage Device, Percutaneous Endoscopic Approach"
0V9Q4ZZ,10,"Drainage of Bilateral Vas Deferens, Percutaneous Endoscopic Approach"
0VBK0ZZ,10,"Excision of Left Epididymis, Open Approach"
0VBQ8ZZ,10,"Excision of Bilateral Vas Deferens, Via Natural or Artificial Opening Endoscopic"
0VCH3ZZ,10,"Extirpation of Matter from Bilateral Spermatic Cords, Percutaneous Approach"
0VCJ0ZZ,10,"Extirpation of Matter from Right Epididymis, Open Approach"
0VH87YZ,10,"Insertion of Other Device into Scrotum and Tunica Vaginalis, Via Natural or Artificial Opening"
0VHR3YZ,10,"Insertion of Other Device into Vas Deferens, Percutaneous Approach"
0VHR73Z,10,"Insertion of Infusion Device into Vas Deferens, Via Natural or Artificial Opening"
0VLG0DZ,10,"Occlusion of Left Spermatic Cord with Intraluminal Device, Open Approach"
0VLP0ZZ,10,"Occlusion of Left Vas Deferens, Open Approach"
0VLP8ZZ,10,"Occlusion of Left Vas Deferens, Via Natural or Artificial Opening Endoscopic"
0VLQ0CZ,10,"Occlusion of Bilateral Vas Deferens with Extraluminal Device, Open Approach"
0VM94ZZ,10,"Reattachment of Right Testis, Percutaneous Endoscopic Approach"
0VNK8ZZ,10,"Release Left Epididymis, Via Natural or Artificial Opening Endoscopic"
0VP84JZ,10,"Removal of Synthetic Substitute from Scrotum and Tunica Vaginalis, Percutaneous Endoscopic Approach"
0VPD0KZ,10,"Removal of Nonautologous Tissue Substitute from Testis, Open Approach"
0VPM3JZ,10,"Removal of Synthetic Substitute from Epididymis and Spermatic Cord, Percutaneous Approach"
0VPM4JZ,10,"Removal of Synthetic Substitute from Epididymis and Spermatic Cord, Percutaneous Endoscopic Approach"
0VPM83Z,10,"Removal of Infusion Device from Epididymis and Spermatic Cord, Via Natural or Artificial Opening Endoscopic"
0VPR0CZ,10,"Removal of Extraluminal Device from Vas Deferens, Open Approach"
0VPR43Z,10,"Removal of Infusion Device from Vas Deferens, Percutaneous Endoscopic Approach"
0VPR4KZ,10,"Removal of Nonautologous Tissue Substitute from Vas Deferens, Percutaneous Endoscopic Approach"
0VQH8ZZ,10,"Repair Bilateral Spermatic Cords, Via Natural or Artificial Opening Endoscopic"
0VQS0ZZ,10,"Repair Penis, Open Approach"
0VS94ZZ,10,"Reposition Right Testis, Percutaneous Endoscopic Approach"
0VSF4ZZ,10,"Reposition Right Spermatic Cord, Percutaneous Endoscopic Approach"
0VU347Z,10,"Supplement Bilateral Seminal Vesicles with Autologous Tissue Substitute, Percutaneous Endoscopic Approach"
0VUF4JZ,10,"Supplement Right Spermatic Cord with Synthetic Substitute, Percutaneous Endoscopic Approach"
0VUJ07Z,10,"Supplement Right Epididymis with Autologous Tissue Substitute, Open Approach"
0VWM8KZ,10,"Revision of Nonautologous Tissue Substitute in Epididymis and Spermatic Cord, Via Natural or Artificial Opening Endoscopic"
0VWM8YZ,10,"Revision of Other Device in Epididymis and Spermatic Cord, Via Natural or Artificial Opening Endoscopic"
0VWR0CZ,10,"Revision of Extraluminal Device in Vas Deferens, Open Approach"
0VWR80Z,10,"Revision of Drainage Device in Vas Deferens, Via Natural or Artificial Opening Endoscopic"
0VWS0YZ,10,"Revision of Other Device in Penis, Open Approach"
0W0F0KZ,10,"Alteration of Abdominal Wall with Nonautologous Tissue Substitute, Open Approach"
0W1B4JY,10,"Bypass Left Pleural Cavity to Lower Vein with Synthetic Substitute, Percutaneous Endoscopic Approach"
0W1G3JY,10,"Bypass Peritoneal Cavity to Lower Vein with Synthetic Substitute, Percutaneous Approach"
0W304ZZ,10,"Control Bleeding in Head, Percutaneous Endoscopic Approach"
0W364ZZ,10,"Control Bleeding in Neck, Percutaneous Endoscopic Approach"
0W4M070,10,"Creation of Vagina in Male Perineum with Autologous Tissue Substitute, Open Approach"
0W904ZX,10,"Drainage of Head, Percutaneous Endoscopic Approach, Diagnostic"
0W913ZZ,10,"Drainage of Cranial Cavity, Percutaneous Approach"
0W9330Z,10,"Drainage of Oral Cavity and Throat with Drainage Device, Percutaneous Approach"
0W9F4ZX,10,"Drainage of Abdominal Wall, Percutaneous Endoscopic Approach, Diagnostic"
0W9K4ZZ,10,"Drainage of Upper Back, Percutaneous Endoscopic Approach"
0WB24ZX,10,"Excision of Face, Percutaneous Endoscopic Approach, Diagnostic"
0WB33ZX,10,"Excision of Oral Cavity and Throat, Percutaneous Approach, Diagnostic"
0WFB3ZZ,10,"Fragmentation in Left Pleural Cavity, Percutaneous Approach"
0WFDXZZ,10,"Fragmentation in Pericardial Cavity, External Approach"
0WH101Z,10,"Insertion of Radioactive Element into Cranial Cavity, Open Approach"
0WH131Z,10,"Insertion of Radioactive Element into Cranial Cavity, Percutaneous Approach"
0WHB3YZ,10,"Insertion of Other Device into Left Pleural Cavity, Percutaneous Approach"
0WHH03Z,10,"Insertion of Infusion Device into Retroperitoneum, Open Approach"
0WHP03Z,10,"Insertion of Infusion Device into Gastrointestinal Tract, Open Approach"
0WHR33Z,10,"Insertion of Infusion Device into Genitourinary Tract, Percutaneous Approach"
0WP047Z,10,"Removal of Autologous Tissue Substitute from Head, Percutaneous Endoscopic Approach"
0WP447Z,10,"Removal of Autologous Tissue Substitute from Upper Jaw, Percutaneous Endoscopic Approach"
0WP84YZ,10,"Removal of Other Device from Chest Wall, Percutaneous Endoscopic Approach"
0WP8X3Z,10,"Removal of Infusion Device from Chest Wall, External Approach"
0WPC31Z,10,"Removal of Radioactive Element from Mediastinum, Percutaneous Approach"
0WPP83Z,10,"Removal of Infusion Device from Gastrointestinal Tract, Via Natural or Artificial Opening Endoscopic"
0WW231Z,10,"Revision of Radioactive Element in Face, Percutaneous Approach"
0WW441Z,10,"Revision of Radioactive Element in Upper Jaw, Percutaneous Endoscopic Approach"
0WWB01Z,10,"Revision of Radioactive Element in Left Pleural Cavity, Open Approach"
0WWD40Z,10,"Revision of Drainage Device in Pericardial Cavity, Percutaneous Endoscopic Approach"
0WWF3YZ,10,"Revision of Other Device in Abdominal Wall, Percutaneous Approach"
0WWH31Z,10,"Revision of Radioactive Element in Retroperitoneum, Percutaneous Approach"
0WWJ43Z,10,"Revision of Infusion Device in Pelvic Cavity, Percutaneous Endoscopic Approach"
0WWK0YZ,10,"Revision of Other Device in Upper Back, Open Approach"
0WWK40Z,10,"Revision of Drainage Device in Upper Back, Percutaneous Endoscopic Approach"
0WWLX3Z,10,"Revision of Infusion Device in Lower Back, External Approach"
0WWM00Z,10,"Revision of Drainage Device in Male Perineum, Open Approach"
0X040JZ,10,"Alteration of Right Axilla with Synthetic Substitute, Open Approach"
0X0737Z,10,"Alteration of Left Upper Extremity with Autologous Tissue Substitute, Percutaneous Approach"
0X0G4JZ,10,"Alteration of Right Wrist Region with Synthetic Substitute, Percutaneous Endoscopic Approach"
0X3D3ZZ,10,"Control Bleeding in Right Lower Arm, Percutaneous Approach"
0X6W0Z1,10,"Detachment at Left Little Finger, High, Open Approach"
0X920ZZ,10,"Drainage of Right Shoulder Region, Open Approach"
0X943ZX,10,"Drainage of Right Axilla, Percutaneous Approach, Diagnostic"
0X944ZX,10,"Drainage of Right Axilla, Percutaneous Endoscopic Approach, Diagnostic"
0X953ZZ,10,"Drainage of Left Axilla, Percutaneous Approach"
0X993ZZ,10,"Drainage of Left Upper Arm, Percutaneous Approach"
0X9D00Z,10,"Drainage of Right Lower Arm with Drainage Device, Open Approach"
0X9F0ZZ,10,"Drainage of Left Lower Arm, Open Approach"
0X9H4ZX,10,"Drainage of Left Wrist Region, Percutaneous Endoscopic Approach, Diagnostic"
0XB23ZZ,10,"Excision of Right Shoulder Region, Percutaneous Approach"
0XBB3ZX,10,"Excision of Right Elbow Region, Percutaneous Approach, Diagnostic"
0XBB4ZZ,10,"Excision of Right Elbow Region, Percutaneous Endoscopic Approach"
0XH73YZ,10,"Insertion of Other Device into Left Upper Extremity, Percutaneous Approach"
0XJD3ZZ,10,"Inspection of Right Lower Arm, Percutaneous Approach"
0XMK0ZZ,10,"Reattachment of Left Hand, Open Approach"
