icd_code,icd_version,long_title
E9170,9,Striking against or struck accidentally by objects or persons in sports
E9221,9,Accident caused by shotgun (automatic)
E9319,9,Other and unspecified anti-infectives causing adverse effects in therapeutic use
E9382,9,Other gaseous anesthetics causing adverse effects in therapeutic use
E9395,9,Other tranquilizers causing adverse effects in therapeutic use
E9408,9,Other specified central nervous system stimulants causing adverse effects in therapeutic use
E9429,9,Other and unspecified agents primarily affecting the cardiovascular system causing adverse effects in therapeutic use
E9443,9,Saluretics causing adverse effects in therapeutic use
E976,9,Injury due to legal intervention by unspecified means
E9954,9,Injury due to war operations by unintentional drowning due to inability to surface or obtain air
V012,9,Contact with or exposure to poliomyelitis
V044,9,Need for prophylactic vaccination and inoculation against yellow fever
V121,9,Personal history of nutritional deficiency
V146,9,Personal history of allergy to analgesic agent
V151,9,"Personal history of surgery to heart and great vessels, presenting hazards to health"
V3601,9,"Other multiple birth (three or more), mates liveborn and stillborn, born in hospital, delivered without mention of cesarean section"
V403,9,Other behavioral problems
V413,9,Other ear problems
V4283,9,Pancreas replaced by transplant
V502,9,Routine or ritual circumcision
V5402,9,Encounter for lengthening/adjustment of growth rod
V550,9,Attention to tracheostomy
V557,9,Attention to artificial vagina
V5889,9,Other specified aftercare
V5902,9,"Blood donors, stem cells"
V672,9,"Follow-up examination, following chemotherapy"
V7689,9,Special screening for other malignant neoplasms
V781,9,Screening for other and unspecified deficiency anemia
V823,9,Screening for congenital dislocation of hip
V8719,9,Contact with and (suspected) exposure to other hazardous aromatic compounds
V9192,9,"Other specified multiple gestation, with two or more monoamniotic fetuses"
01286,9,"Other specified respiratory tuberculosis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
01484,9,"Other tuberculosis of intestines, peritoneum, and mesenteric glands, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
01515,9,"Tuberculosis of hip, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
01523,9,"Tuberculosis of knee, tubercle bacilli found (in sputum) by microscopy"
01571,9,"Tuberculosis of other specified bone, bacteriological or histological examination not done"
01740,9,"Tuberculosis of ear, unspecified"
01794,9,"Tuberculosis of other specified organs, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
03840,9,"Septicemia due to gram-negative organism, unspecified"
0393,9,Cervicofacial actinomycotic infection
05310,9,Herpes zoster with unspecified nervous system complication
05322,9,Herpes zoster iridocyclitis
0663,9,Other mosquito-borne fever
07049,9,Other specified viral hepatitis with hepatic coma
07420,9,"Coxsackie carditis, unspecified"
0852,9,"Cutaneous leishmaniasis, Asian desert"
0880,9,Bartonellosis
09381,9,Syphilitic pericarditis
1142,9,Coccidioidal meningitis
1231,9,Cysticercosis
1234,9,"Diphyllobothriasis, intestinal"
1588,9,Malignant neoplasm of specified parts of peritoneum
1641,9,Malignant neoplasm of heart
1722,9,Malignant melanoma of skin of ear and external auditory canal
17350,9,"Unspecified malignant neoplasm of skin of trunk, except scrotum"
17369,9,"Other specified malignant neoplasm of skin of upper limb, including shoulder"
1978,9,Secondary malignant neoplasm of other digestive organs and spleen
19881,9,Secondary malignant neoplasm of breast
20005,9,"Reticulosarcoma, lymph nodes of inguinal region and lower limb"
20051,9,"Primary central nervous system lymphoma, lymph nodes of head, face, and neck"
20064,9,"Anaplastic large cell lymphoma, lymph nodes of axilla and upper limb"
20115,9,"Hodgkin's granuloma, lymph nodes of inguinal region and lower limb"
20200,9,"Nodular lymphoma, unspecified site, extranodal and solid organ sites"
20966,9,"Benign carcinoid tumor of midgut, not otherwise specified"
2104,9,Benign neoplasm of other and unspecified parts of mouth
2140,9,Lipoma of skin and subcutaneous tissue of face
2246,9,Benign neoplasm of choroid
2300,9,"Carcinoma in situ of lip, oral cavity, and pharynx"
23773,9,Schwannomatosis
2400,9,"Goiter, specified as simple"
2440,9,Postsurgical hypothyroidism
24901,9,"Secondary diabetes mellitus without mention of complication, uncontrolled"
24990,9,"Secondary diabetes mellitus with unspecified complication, not stated as uncontrolled, or unspecified"
25200,9,"Hyperparathyroidism, unspecified"
2548,9,Other specified diseases of thymus gland
2591,9,"Precocious sexual development and puberty, not elsewhere classified"
2693,9,"Mineral deficiency, not elsewhere classified"
2704,9,Disturbances of sulphur-bearing amino-acid metabolism
2706,9,Disorders of urea cycle metabolism
28244,9,Beta thalassemia
2870,9,Allergic purpura
2889,9,Unspecified disease of white blood cells
2890,9,"Polycythemia, secondary"
2908,9,Other specified senile psychotic conditions
29583,9,"Other specified types of schizophrenia, subchronic with acute exacerbation"
29604,9,"Bipolar I disorder, single manic episode, severe, specified as with psychotic behavior"
29641,9,"Bipolar I disorder, most recent episode (or current) manic, mild"
29642,9,"Bipolar I disorder, most recent episode (or current) manic, moderate"
29653,9,"Bipolar I disorder, most recent episode (or current) depressed, severe, without mention of psychotic behavior"
2973,9,Shared psychotic disorder
30111,9,Chronic hypomanic personality disorder
30530,9,"Hallucinogen abuse, unspecified"
30653,9,Psychogenic dysuria
30723,9,Tourette's disorder
30742,9,Persistent disorder of initiating or maintaining sleep
31383,9,Academic underachievement disorder of childhood or adolescence
32749,9,Other organic parasomnia
33399,9,Other extrapyramidal diseases and abnormal movement disorders
34440,9,Monoplegia of upper limb affecting unspecified side
34640,9,"Menstrual migraine, without mention of intractable migraine without mention of status migrainosus"
3543,9,Lesion of radial nerve
36014,9,Ophthalmia nodosa
36101,9,"Recent retinal detachment, partial, with single defect"
36354,9,"Central choroidal atrophy, total"
36371,9,Serous choroidal detachment
36520,9,"Primary angle-closure glaucoma, unspecified"
36601,9,Anterior subcapsular polar cataract
36863,9,Abnormal dark adaptation curve
36922,9,Better eye: severe vision impairment; lesser eye: severe vision impairment
36964,9,One eye: near-total vision impairment; other eye: vision not specified
37031,9,Phlyctenular keratoconjunctivitis
37221,9,Angular blepharoconjunctivitis
37300,9,"Blepharitis, unspecified"
37443,9,Abnormal innervation syndrome of eyelid
37589,9,Other disorders of lacrimal system
37601,9,Orbital cellulitis
37845,9,Alternating hyperphoria
37861,9,Brown's (tendon) sheath syndrome
37883,9,Convergence insufficiency or palsy
37931,9,Aphakia
37941,9,Anisocoria
38119,9,Other chronic serous otitis media
3862,9,Vertigo of central origin
38922,9,"Mixed hearing loss, bilateral"
3959,9,Other and unspecified rheumatic aortic diseases
41419,9,Other aneurysm of heart
4240,9,Mitral valve disorders
4243,9,Pulmonary valve disorders
42821,9,Acute systolic heart failure
44324,9,Dissection of vertebral artery
4470,9,"Arteriovenous fistula, acquired"
4480,9,Hereditary hemorrhagic telangiectasia
45181,9,Phlebitis and thrombophlebitis of iliac vein
45189,9,Phlebitis and thrombophlebitis of other sites
45373,9,"Chronic venous embolism and thrombosis of upper extremity, unspecified"
4552,9,Internal hemorrhoids with other complication
4554,9,External thrombosed hemorrhoids
4581,9,Chronic hypotension
4589,9,"Hypotension, unspecified"
45989,9,Other specified disorders of circulatory system
4611,9,Acute frontal sinusitis
4749,9,Unspecified chronic disease of tonsils and adenoids
4770,9,Allergic rhinitis due to pollen
51661,9,Neuroendocrine cell hyperplasia of infancy
5172,9,Lung involvement in systemic sclerosis
51909,9,Other tracheostomy complications
5202,9,Abnormalities of size and form of teeth
52103,9,Dental caries extending into pulp
52404,9,"Major anomalies of jaw size, mandibular hypoplasia"
52425,9,Open posterior occlusal relationship
53021,9,Ulcer of esophagus with bleeding
53121,9,"Acute gastric ulcer with hemorrhage and perforation, with obstruction"
5602,9,Volvulus
5730,9,Chronic passive congestion of liver
59659,9,Other functional disorder of bladder
60000,9,Hypertrophy (benign) of prostate without urinary obstruction and other lower urinary tract symptom (LUTS)
6061,9,Oligospermia
6072,9,Other inflammatory disorders of penis
60781,9,Balanitis xerotica obliterans
60821,9,Extravaginal torsion of spermatic cord
6160,9,Cervicitis and endocervicitis
6214,9,Hematometra
65191,9,"Unspecified multiple gestation, delivered, with or without mention of antepartum condition"
65311,9,"Generally contracted pelvis, delivered, with or without mention of antepartum condition"
65474,9,"Congenital or acquired abnormality of vagina, postpartum condition or complication"
65611,9,"Rhesus isoimmunization, delivered, with or without mention of antepartum condition"
65653,9,"Poor fetal growth, affecting management of mother, antepartum condition or complication"
65693,9,"Unspecified fetal and placental problem, affecting management of mother, antepartum condition or complication"
66023,9,"Obstruction by abnormal pelvic soft tissues during labor, antepartum condition or complication"
66522,9,"Inversion of uterus, delivered, with mention of postpartum complication"
66530,9,"Laceration of cervix, unspecified as to episode of care or not applicable"
66804,9,"Pulmonary complications of anesthesia or other sedation in labor and delivery, postpartum condition or complication"
67030,9,"Puerperal septic thrombophlebitis, unspecified as to episode of care or not applicable"
67103,9,"Varicose veins of legs complicating pregnancy and the puerperium, antepartum condition or complication"
67151,9,"Other phlebitis and thrombosis complicating pregnancy and the puerperium, delivered, with or without mention of antepartum condition"
67181,9,"Other venous complications of pregnancy and the puerperium, delivered, with or without mention of antepartum condition"
67193,9,"Unspecified venous complication of pregnancy and the puerperium, antepartum condition or complication"
67584,9,"Other specified infections of the breast and nipple associated with childbirth, postpartum condition or complication"
6808,9,Carbuncle and furuncle of other specified sites
69271,9,Sunburn
69272,9,Acute dermatitis due to solar radiation
69283,9,Dermatitis due to metals
71101,9,"Pyogenic arthritis, shoulder region"
71169,9,"Arthropathy associated with mycoses, involving multiple sites"
71195,9,"Unspecified infective arthritis, pelvic region and thigh"
71216,9,"Chondrocalcinosis, due to dicalcium phosphate crystals, lower leg"
71232,9,"Chondrocalcinosis, unspecified, upper arm"
71516,9,"Osteoarthrosis, localized, primary, lower leg"
71522,9,"Osteoarthrosis, localized, secondary, upper arm"
71609,9,"Kaschin-Beck disease, multiple sites"
71624,9,"Allergic arthritis, hand"
71809,9,"Articular cartilage disorder, multiple sites"
71844,9,"Contracture of joint, hand"
71873,9,"Developmental dislocation of joint, forearm"
71907,9,"Effusion of joint, ankle and foot"
73025,9,"Unspecified osteomyelitis, pelvic region and thigh"
73070,9,"Osteopathy resulting from poliomyelitis, site unspecified"
73071,9,"Osteopathy resulting from poliomyelitis, shoulder region"
73741,9,Kyphosis associated with other conditions
7380,9,Acquired deformity of nose
7400,9,Anencephalus
74361,9,Congenital ptosis
7469,9,Unspecified congenital anomaly of heart
74722,9,Atresia and stenosis of aorta
75243,9,Cervical agenesis
75527,9,"Longitudinal deficiency, ulnar, complete or partial (with or without distal deficiencies, incomplete)"
7558,9,Other specified anomalies of unspecified limb
7626,9,Other and unspecified conditions of umbilical cord affecting fetus or newborn
76509,9,"Extreme immaturity, 2,500 grams and over"
7682,9,"Fetal distress before onset of labor, in liveborn infant"
769,9,Respiratory distress syndrome in newborn
77013,9,Aspiration of clear amniotic fluid without respiratory symptoms
7760,9,Hemorrhagic disease of newborn
7774,9,Transitory ileus of newborn
7824,9,"Jaundice, unspecified, not of newborn"
7850,9,"Tachycardia, unspecified"
78601,9,Hyperventilation
7930,9,Nonspecific (abnormal) findings on radiological and other examination of skull and head
7949,9,Nonspecific abnormal results of other specified function study
79677,9,Satisfactory anal smear but lacking transformation zone
7981,9,Instantaneous death
80120,9,"Closed fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, unspecified state of consciousness"
80234,9,"Open fracture of mandible, ramus, unspecified"
80323,9,"Other closed skull fracture with subarachnoid, subdural, and extradural hemorrhage, with moderate [1-24 hours] loss of consciousness"
80354,9,"Other open skull fracture without mention of intracranial injury, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level"
80362,9,"Other open skull fracture with cerebral laceration and contusion, with brief [less than one hour] loss of consciousness"
80416,9,"Closed fractures involving skull or face with other bones, with cerebral laceration and contusion, with loss of consciousness of unspecified duration"
80424,9,"Closed fractures involving skull or face with other bones with subarachnoid, subdural, and extradural hemorrhage, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level"
80630,9,Open fracture of T1-T6 level with unspecified spinal cord injury
80635,9,Open fracture of T7-T12 level with unspecified spinal cord injury
80670,9,Open fracture of sacrum and coccyx with unspecified spinal cord injury
82133,9,Open supracondylar fracture of femur
83201,9,Closed anterior dislocation of elbow
83211,9,Open anterior dislocation of elbow
83302,9,Closed dislocation of radiocarpal (joint)
83813,9,Open dislocation of tarsometatarsal (joint)
84519,9,Other sprain of foot
8463,9,Sprain of sacrotuberous (ligament)
8509,9,"Concussion, unspecified"
85134,9,"Cortex (cerebral) laceration with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level"
85179,9,"Cerebellar or brain stem laceration with open intracranial wound, with concussion, unspecified"
85186,9,"Other and unspecified cerebral laceration and contusion, without mention of open intracranial wound, with loss of consciousness of unspecified duration"
85235,9,"Subdural hemorrhage following injury with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level"
85246,9,"Extradural hemorrhage following injury without mention of open intracranial wound, with loss of consciousness of unspecified duration"
87322,9,"Open wound of nasal cavity, without mention of complication"
8787,9,"Open wound of vagina, complicated"
8921,9,"Open wound of foot except toe(s) alone, complicated"
90259,9,"Injury to iliac blood vessels, other"
9082,9,Late effect of internal injury to other internal organs
94110,9,"Erythema [first degree] of face and head, unspecified site"
94326,9,"Blisters, epidermal loss [second degree] of scapular region"
94404,9,"Burn of unspecified degree of two or more digits of hand, including thumb"
94455,9,"Deep necrosis of underlying tissues [deep third degree] with loss of a body part, of palm of hand"
94512,9,Erythema [first degree] of foot
94519,9,Erythema [first degree] of multiple sites of lower limb(s)
94822,9,"Burn [any degree] involving 20-29 percent of body surface with third degree burn, 20-29%"
94843,9,"Burn [any degree] involving 40-49 percent of body surface with third degree burn, 30-39%"
9528,9,Multiple sites of spinal cord injury without evidence of spinal bone injury
9539,9,Injury to unspecified site of nerve roots and spinal plexus
9549,9,"Injury to unspecified nerve of trunk, excluding shoulder and pelvic girdles"
9684,9,Poisoning by other and unspecified general anesthetics
9795,9,Poisoning by poliomyelitis vaccine
9878,9,"Toxic effect of other specified gases, fumes, or vapors"
9893,9,Toxic effect of organophosphate and carbamate
98989,9,"Toxic effect of other substance, chiefly nonmedicinal as to source, not elsewhere classified"
99520,9,"Unspecified adverse effect of unspecified drug, medicinal and biological substance"
9953,9,"Allergy, unspecified, not elsewhere classified"
99673,9,"Other complications due to renal dialysis device, implant, and graft"
E0111,9,Activities involving hand held interactive electronic device
E0162,9,Activities involving building and construction
E8018,9,Railway accident involving collision with other object and injuring other specified person
E8019,9,Railway accident involving collision with other object and injuring unspecified person
E8197,9,Motor vehicle traffic accident of unspecified nature injuring pedestrian
E8217,9,Nontraffic accident involving other off-road motor vehicle injuring pedestrian
E8240,9,Other motor vehicle nontraffic accident while boarding and alighting injuring driver of motor vehicle other than motorcycle
E8321,9,"Other accidental submersion or drowning in water transport accident injuring occupant of small boat, powered"
E8331,9,"Fall on stairs or ladders in water transport injuring occupant of small boat, powered"
E8360,9,"Machinery accident in water transport injuring occupant of small boat, unpowered"
E8433,9,"Fall in, on, or from aircraft injuring other occupant of commercial aircraft (powered) in surface to surface transport"
E8630,9,Accidental poisoning by insecticides of organochlorine compounds
E8650,9,Accidental poisoning by meat
E8761,9,Wrong fluid in infusion
E8843,9,Accidental fall from wheelchair
E9177,9,Striking against or struck accidentally by furniture with subsequent fall
E9202,9,Accidents caused by powered household appliances and implements
E9238,9,Accident caused by other explosive materials
E9400,9,Analeptics causing adverse effects in therapeutic use
E9494,9,Measles vaccine causing adverse effects in therapeutic use
E9552,9,Suicide and self-inflicted injury by hunting rifle
E9572,9,Suicide and self-inflicted injuries by jumping from natural sites
E9584,9,Suicide and self-inflicted injury by electrocution
E9621,9,Assault by other solid and liquid substances
E975,9,Injury due to legal intervention by other specified means
E9909,9,Injury due to war operations from other and unspecified source
E9950,9,Injury due to war operations by unarmed hand-to-hand combat
E9963,9,Injury due to war operations by nuclear radiation effects
V1022,9,"Personal history of malignant neoplasm of nasal cavities, middle ear, and accessory sinuses"
V1069,9,Personal history of other leukemia
V170,9,Family history of psychiatric condition
V291,9,Observation for suspected neurological conditions
V4965,9,Below elbow amputation status
V5417,9,Aftercare for healing traumatic fracture of vertebrae
V6124,9,Counseling for parent-adopted child problem
V676,9,"Follow-up examination, following combined treatment"
V708,9,Other specified general medical examinations
V770,9,Screening for thyroid disorders
V783,9,Screening for other hemoglobinopathies
V822,9,Screening for other rheumatic disorders
V8281,9,Special screening for osteoporosis
V8533,9,"Body Mass Index 33.0-33.9, adult"
00863,9,Enteritis due to norwalk virus
01114,9,"Tuberculosis of lung, nodular, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
01235,9,"Tuberculous laryngitis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
01302,9,"Tuberculous meningitis, bacteriological or histological examination unknown (at present)"
01335,9,"Tuberculous abscess of brain, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
01592,9,"Tuberculosis of unspecified bones and joints, bacteriological or histological examination unknown (at present)"
01654,9,"Tuberculosis of other male genital organs, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
01655,9,"Tuberculosis of other male genital organs, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
01716,9,"Erythema nodosum with hypersensitivity reaction in tuberculosis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
01784,9,"Tuberculosis of esophagus, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
01804,9,"Acute miliary tuberculosis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
05419,9,Other genital herpes
0628,9,Other specified mosquito-borne viral encephalitis
06649,9,West Nile Fever with other complications
07042,9,Hepatitis delta without mention of active hepatitis B disease with hepatic coma
07043,9,Hepatitis E with hepatic coma
0794,9,Human papillomavirus in conditions classified elsewhere and of unspecified site
07983,9,Parvovirus B19
0911,9,Primary anal syphilis
09812,9,Gonococcal prostatitis (acute)
09849,9,Other gonococcal infection of eye
09955,9,"Other venereal diseases due to chlamydia trachomatis, unspecified genitourinary site"
1118,9,Other specified dermatomycoses
1149,9,"Coccidioidomycosis, unspecified"
1329,9,"Pediculosis, unspecified"
1422,9,Malignant neoplasm of sublingual gland
1468,9,Malignant neoplasm of other specified sites of oropharynx
1529,9,"Malignant neoplasm of small intestine, unspecified site"
1532,9,Malignant neoplasm of descending colon
1599,9,Malignant neoplasm of ill-defined sites within the digestive organs and peritoneum
1658,9,Malignant neoplasm of other sites within the respiratory system and intrathoracic organs
17339,9,Other specified malignant neoplasm of skin of other and unspecified parts of face
1898,9,Malignant neoplasm of other specified sites of urinary organs
1940,9,Malignant neoplasm of adrenal gland
20078,9,"Large cell lymphoma, lymph nodes of multiple sites"
20105,9,"Hodgkin's paragranuloma, lymph nodes of inguinal region and lower limb"
20120,9,"Hodgkin's sarcoma, unspecified site, extranodal and solid organ sites"
20125,9,"Hodgkin's sarcoma, lymph nodes of inguinal region and lower limb"
20126,9,"Hodgkin's sarcoma, intrapelvic lymph nodes"
20264,9,"Malignant mast cell tumors, lymph nodes of axilla and upper limb"
20610,9,"Chronic monocytic leukemia, without mention of having achieved remission"
20802,9,"Acute leukemia of unspecified cell type, in relapse"
20902,9,Malignant carcinoid tumor of the jejunum
20911,9,Malignant carcinoid tumor of the appendix
20921,9,Malignant carcinoid tumor of the bronchus and lung
2125,9,Benign neoplasm of mediastinum
2133,9,"Benign neoplasm of ribs, sternum, and clavicle"
2232,9,Benign neoplasm of ureter
2243,9,Benign neoplasm of conjunctiva
2259,9,"Benign neoplasm of nervous system, part unspecified"
2305,9,Carcinoma in situ of anal canal
2325,9,"Carcinoma in situ of skin of trunk, except scrotum"
23690,9,"Neoplasm of uncertain behavior of urinary organ, unspecified"
2371,9,Neoplasm of uncertain behavior of pineal gland
2454,9,Iatrogenic thyroiditis
25032,9,"Diabetes with other coma, type II or unspecified type, uncontrolled"
2530,9,Acromegaly and gigantism
2733,9,Macroglobulinemia
2739,9,Unspecified disorder of plasma protein metabolism
27481,9,Gouty tophi of ear
2769,9,Electrolyte and fluid disorders not elsewhere classified
28311,9,Hemolytic-uremic syndrome
28866,9,Bandemia
28950,9,"Disease of spleen, unspecified"
28952,9,Splenic sequestration
29289,9,Other specified drug-induced mental disorders
29522,9,"Catatonic type schizophrenia, chronic"
29573,9,"Schizoaffective disorder, subchronic with acute exacerbation"
29650,9,"Bipolar I disorder, most recent episode (or current) depressed, unspecified"
29690,9,Unspecified episodic mood disorder
30089,9,Other somatoform disorders
3207,9,Meningitis in other bacterial diseases classified elsewhere
32342,9,Other myelitis due to other infections classified elsewhere
33111,9,Pick's disease
3333,9,Tics of organic origin
33379,9,Other acquired torsion dystonia
33522,9,Progressive bulbar palsy
3361,9,Vascular myelopathies
33709,9,Other idiopathic peripheral autonomic neuropathy
3379,9,Unspecified disorder of autonomic nervous system
33819,9,Other acute pain
34631,9,"Hemiplegic migraine, with intractable migraine, so stated, without mention of status migrainosus"
34682,9,"Other forms of migraine, without mention of intractable migraine with status migrainosus"
3510,9,Bell's palsy
36053,9,"Foreign body, magnetic, in lens"
36107,9,"Old retinal detachment, total or subtotal"
36119,9,Other retinoschisis and retinal cysts
36130,9,"Retinal defect, unspecified"
36226,9,"Retinopathy of prematurity, stage 4"
36231,9,Central retinal artery occlusion
36470,9,"Adhesions of iris, unspecified"
36523,9,Chronic angle-closure glaucoma
36600,9,"Nonsenile cataract, unspecified"
36812,9,Transient visual loss
36847,9,Heteronymous bilateral field defects
36904,9,Better eye: near-total vision impairment; lesser eye: near-total vision impairment
36910,9,"Moderate or severe impairment, better eye, impairment level not further specified"
37251,9,Pinguecula
37255,9,Conjunctival pigmentations
37611,9,Orbital granuloma
37633,9,Orbital edema or congestion
37641,9,Hypertelorism of orbit
38050,9,"Acquired stenosis of external ear canal, unspecified as to cause"
38100,9,"Acute nonsuppurative otitis media, unspecified"
3819,9,Unspecified Eustachian tube disorder
38389,9,Other disorders of mastoid
3889,9,Unspecified disorder of ear
42293,9,Toxic myocarditis
42511,9,Hypertrophic obstructive cardiomyopathy
4264,9,Right bundle branch block
4320,9,Nontraumatic extradural hemorrhage
4359,9,Unspecified transient cerebral ischemia
4378,9,Other ill-defined cerebrovascular disease
43841,9,"Late effects of cerebrovascular disease, monoplegia of lower limb affecting dominant side"
44281,9,Aneurysm of artery of neck
44284,9,Aneurysm of other visceral artery
45372,9,Chronic venous embolism and thrombosis of deep veins of upper extremity
45379,9,Chronic venous embolism and thrombosis of other specified veins
45911,9,Postphlebetic syndrome with ulcer
47402,9,Chronic tonsillitis and adenoiditis
4829,9,"Bacterial pneumonia, unspecified"
52141,9,"Pathological resorption, internal"
5222,9,Pulp degeneration
5239,9,Unspecified gingival and periodontal disease
52452,9,Limited mandibular range of motion
52464,9,Temporomandibular joint sounds on opening and/or closing the jaw
52540,9,"Complete edentulism, unspecified"
52689,9,Other specified diseases of the jaws
53511,9,"Atrophic gastritis, with hemorrhage"
5511,9,Umbilical hernia with gangrene
56400,9,"Constipation, unspecified"
5758,9,Other specified disorders of gallbladder
58081,9,Acute glomerulonephritis in diseases classified elsewhere
5881,9,Nephrogenic diabetes insipidus
5948,9,Other lower urinary tract calculus
6019,9,"Prostatitis, unspecified"
6029,9,Unspecified disorder of prostate
6184,9,"Uterovaginal prolapse, unspecified"
62212,9,Moderate dysplasia of cervix
6291,9,"Hydrocele, canal of nuck"
62981,9,Recurrent pregnancy loss without current pregnancy
63450,9,"Spontaneous abortion, complicated by shock, unspecified"
64133,9,"Antepartum hemorrhage associated with coagulation defects, antepartum condition or complication"
64211,9,"Hypertension secondary to renal disease, complicating pregnancy, childbirth, and the puerperium, delivered, with or without mention of antepartum condition"
64290,9,"Unspecified hypertension complicating pregnancy, childbirth, or the puerperium, unspecified as to episode of care or not applicable"
64301,9,"Mild hyperemesis gravidarum, delivered, with or without mention of antepartum condition"
64600,9,"Papyraceous fetus, unspecified as to episode of care or not applicable"
64763,9,"Other viral diseases in the mother, antepartum condition or complication"
64780,9,"Other specified infectious and parasitic diseases of mother, unspecified as to episode of care or not applicable"
64781,9,"Other specified infectious and parasitic diseases of mother, delivered, with or without mention of antepartum condition"
64782,9,"Other specified infectious and parasitic diseases of mother, delivered, with mention of postpartum complication"
64912,9,"Obesity complicating pregnancy, childbirth, or the puerperium, delivered, with mention of postpartum complication"
64953,9,"Spotting complicating pregnancy, antepartum condition or complication"
65220,9,"Breech presentation without mention of version, unspecified as to episode of care or not applicable"
65414,9,"Tumors of body of uterus, postpartum condition or complication"
65531,9,"Suspected damage to fetus from viral disease in the mother, affecting management of mother, delivered, with or without mention of antepartum condition"
65890,9,"Unspecified problem associated with amniotic cavity and membranes, unspecified as to episode of care or not applicable"
65923,9,"Maternal pyrexia during labor, unspecified, antepartum condition or complication"
66141,9,"Hypertonic, incoordinate, or prolonged uterine contractions, delivered, with or without mention of antepartum condition"
66223,9,"Prolonged second stage of labor, antepartum condition or complication"
66313,9,"Cord around neck, with compression, complicating labor and delivery, antepartum condition or complication"
66634,9,"Postpartum coagulation defects, postpartum condition or complication"
66803,9,"Pulmonary complications of anesthesia or other sedation in labor and delivery, antepartum condition or complication"
66821,9,"Central nervous system complications of anesthesia or other sedation in labor and delivery, delivered, with or without mention of antepartum condition"
67803,9,"Fetal hematologic conditions, antepartum condition or complication"
7012,9,Acquired acanthosis nigricans
70441,9,Pilar cyst
70583,9,Hidradenitis
70701,9,"Pressure ulcer, elbow"
71431,9,"Polyarticular juvenile rheumatoid arthritis, acute"
71802,9,"Articular cartilage disorder, upper arm"
71859,9,"Ankylosis of joint, multiple sites"
71959,9,"Stiffness of joint, not elsewhere classified, multiple sites"
72630,9,"Enthesopathy of elbow, unspecified"
72661,9,Pes anserinus tendinitis or bursitis
72981,9,Swelling of limb
73001,9,"Acute osteomyelitis, shoulder region"
73035,9,"Periostitis, without mention of osteomyelitis, pelvic region and thigh"
73093,9,"Unspecified infection of bone, forearm"
73314,9,Pathologic fracture of neck of femur
73621,9,Boutonniere deformity
7393,9,"Nonallopathic lesions, lumbar region"
74191,9,"Spina bifida without mention of hydrocephalus, cervical region"
74300,9,"Clinical anophthalmos, unspecified"
74335,9,Congenital aphakia
74443,9,Cervical auricle
74511,9,Double outlet right ventricle
7480,9,Choanal atresia
7500,9,Tongue tie
7508,9,Other specified anomalies of upper alimentary tract
75239,9,Other anomalies of uterus
7536,9,Atresia and stenosis of urethra and bladder neck
75554,9,Madelung's deformity
77015,9,Aspiration of blood without respiratory symptoms
77181,9,Septicemia [sepsis] of newborn
7814,9,Transient paralysis of limb
7823,9,Edema
7845,9,Speech disturbance nec
78630,9,"Hemoptysis, unspecified"
78702,9,Nausea alone
7874,9,Visible peristalsis
78791,9,Diarrhea
79503,9,Papanicolaou smear of cervix with low grade squamous intraepithelial lesion (LGSIL)
79518,9,Unsatisfactory vaginal cytology smear
79582,9,Elevated cancer antigen 125 [CA 125]
7961,9,Abnormal reflex
80086,9,"Open fracture of vault of skull with other and unspecified intracranial hemorrhage, with loss of consciousness of unspecified duration"
80161,9,"Open fracture of base of skull with cerebral laceration and contusion, with no loss of consciousness"
80430,9,"Closed fractures involving skull or face with other bones, with other and unspecified intracranial hemorrhage, unspecified state of consciousness"
80490,9,"Open fractures involving skull or face with other bones, with intracranial injury of other and unspecified nature, unspecified state of consciousness"
80493,9,"Open fractures involving skull or face with other bones, with intracranial injury of other and unspecified nature, with moderate [1-24 hours] loss of consciousness"
80706,9,Closed fracture of six ribs
81112,9,Open fracture of coracoid process
81259,9,Other open fracture of lower end of humerus
81503,9,Closed fracture of shaft of metacarpal bone(s)
82300,9,Closed fracture of upper end of tibia alone
8261,9,Open fracture of one or more phalanges of foot
8290,9,"Fracture of unspecified bone, closed"
83109,9,"Closed dislocation of shoulder, other"
83204,9,Closed lateral dislocation of elbow
